,e1,px1,py1,pz1,e2,px2,py2,pz2
135,361.3825374,33.705138993,6.2341806743,359.7225972,77.376492275,-33.705138993,-6.2341806743,69.210766168
136,122.54388084,42.977216432,10.271790927,114.20316068,220.10626341,-42.977216432,-10.271790927,215.57394641
137,82.638915231,-35.909060531,11.653851539,73.36093938,247.76630699,35.909060531,-11.653851539,244.82806211
138,171.63372842,8.2401668495,-42.95289478,-165.90116097,318.04327473,-8.2401668495,42.95289478,-314.98663953
139,354.63676554,37.444679541,3.3272660985,-352.60738896,98.679952888,-37.444679541,-3.3272660985,-91.11788176
140,457.88990133,-16.509744478,13.783459013,457.36037906,34.488024187,16.509744478,-13.783459013,26.547662934
141,27.004052465,12.933596272,16.412234981,16.44656438,336.44776307,-12.933596272,-16.412234981,335.76534649
142,337.02769149,-4.0532843124,-21.4341904,-336.28815204,29.959568421,4.0532843124,21.4341904,-19.990800587
143,146.29031414,6.9454292625,1.8647292095,-146.03783691,15.461929178,-6.9454292625,-1.8647292095,12.855545544
144,2540.4310225,-6.0209810642,7.2608265282,-2540.4091636,34.991129558,6.0209810642,-7.2608265282,-33.366410249
145,12.930246665,-11.129178013,-3.1050244274,3.4060973066,227.44466908,11.129178013,3.1050244274,-227.10237276
146,253.63366244,-44.136343513,-13.114157583,-249.37511258,364.30421841,44.136343513,13.114157583,-361.35228739
147,73.353388627,30.849360879,8.4886968507,65.839870764,34.538111663,-30.849360879,-8.4886968507,-12.126422242
148,558.83005641,3.1677896425,-34.095454281,557.76016984,106.28172345,-3.1677896425,34.095454281,100.504626
149,196.76293947,-2.827726789,28.747779159,194.57423649,33.32440888,2.827726789,-28.747779159,15.937232564
150,44.804025379,-38.819202444,-19.713009926,9.4750963788,44.343922503,38.819202444,19.713009926,6.9828521538
151,139.30199177,19.268126495,-13.53498018,137.21697608,24.020863666,-19.268126495,13.53498018,-0.67491048473
152,756.36364171,-40.231500161,7.8959868106,755.23701464,1986.2411543,40.231500161,-7.8959868106,1985.8124063
153,523.59558268,-43.677556126,-0.56162112429,-521.74917333,158.46906927,43.677556126,0.56162112429,-152.25738599
154,369.08260706,-35.068569265,4.4809461602,-367.3554102,94.222500566,35.068569265,-4.4809461602,-87.211846582
155,82.686895361,-45.559537601,8.4356756687,-68.324231237,84.6176142,45.559537601,-8.4356756687,-70.64855655
156,1407.8007685,23.542327747,-3.5360602945,-1407.5916201,121.7429639,-23.542327747,3.5360602945,-119.30010202
157,720.74252528,-29.446627523,-17.057963486,719.92334298,327.64009345,29.446627523,17.057963486,325.83410325
158,77.395507693,21.194391478,-32.637223832,-66.73517814,42.192346101,-21.194391478,32.637223832,-15.611324731
159,100.20605225,43.946748432,1.1418742112,89.925204108,79.577232853,-43.946748432,-1.1418742112,66.165137453
160,676.4235511,-25.848204849,-21.595642138,675.56807875,141.79396211,25.848204849,21.595642138,137.65513517
161,25.023799673,3.8342514033,22.66048745,8.7121395056,139.34963135,-3.8342514033,-22.66048745,137.36094999
162,500.04872694,-22.050937603,7.5938632184,-499.48246086,42.934457023,22.050937603,-7.5938632184,-35.740271294
163,158.60900814,36.743556625,21.146185119,-152.76608708,85.531907206,-36.743556625,-21.146185119,-74.137487492
164,63.435620083,-22.981077388,-26.253922846,-52.769209893,145.76428035,22.981077388,26.253922846,-141.44870817
165,371.0846073,-0.82210451615,-9.9155818361,-370.92142181,11.005253348,0.82210451615,9.9155818361,0.17601779309
166,697.52513415,-26.166146506,7.6002665047,-696.97689452,73.936204221,26.166146506,-7.6002665047,-68.571430062
167,1662.6664422,-7.1251173277,-9.0189858762,-1662.6200704,37.288645099,7.1251173277,9.0189858762,-35.160256684
168,184.62040456,33.09829312,-22.737905904,-180.13909739,71.878512173,-33.09829312,22.737905904,-59.429968364
169,124.60517341,39.538097578,20.430669388,-116.2913833,77.765754262,-39.538097578,-20.430669388,-63.598342149
170,1596.2861226,-4.8515297249,-40.545607265,1595.7568147,594.24200213,4.8515297249,40.545607265,592.81867673
171,44.870478896,-42.787899364,-2.722076454,-12.371574036,46.561965724,42.787899364,2.722076454,17.541739363
172,317.71495608,38.659566265,4.7063117096,315.28398608,153.38851623,-38.659566265,-4.7063117096,148.28767811
173,403.20694427,-13.476671448,-17.909938816,-402.5560375,32.818025464,13.476671448,17.909938816,-23.506301573
174,91.224640436,34.850040452,-24.840625975,-80.425512148,55.681748504,-34.850040452,24.840625975,-35.30984421
175,60.198723956,34.333660402,27.482088751,-40.837861443,45.643762023,-34.333660402,-27.482088751,-11.27819014
176,41.751852731,-6.7417394552,-27.12149878,-30.661057704,314.78899981,6.7417394552,27.12149878,-313.51076163
177,160.40191769,28.53973262,-34.321296672,153.99421241,103.53091913,-28.53973262,34.321296672,93.295731262
178,569.77315348,38.180674881,-9.7716095835,568.38904646,219.61487525,-38.180674881,9.7716095835,215.99850727
179,104.76707874,-7.423895533,15.657892427,-103.21708661,22.329886523,7.423895533,-15.657892427,13.275918499
180,1842.6309449,-1.5875659214,32.676918948,-1842.3344994,345.74923823,1.5875659214,-32.676918948,-344.16586748
181,46.468146992,-40.455585651,20.081927152,9.8620726187,45.502457949,40.455585651,-20.081927152,-2.9061092339
182,387.62253755,-33.668313922,2.1476530024,-386.12300351,83.743754286,33.668313922,-2.1476530024,-76.503324151
183,229.59015986,-9.3781518105,-36.838545456,-226.37253221,817.41663375,9.3781518105,36.838545456,-816.5187291
184,62.634299068,9.7251346474,43.118635257,-44.126754576,49.080839588,-9.7251346474,-43.118635257,-20.809706012
185,246.20434495,-39.841484998,8.1084542586,-242.77849681,598.40720132,39.841484998,-8.1084542586,-597.00586064
186,16.843684011,-5.0851892171,14.9852373,-3.3471188759,193.34487175,5.0851892171,-14.9852373,192.63886666
187,582.20943382,-23.503413525,25.761217319,-581.14514888,141.34909615,23.503413525,-25.761217319,-136.89932877
188,34.816503295,-5.0436096077,-2.549767373,34.03174386,49.521540205,5.0436096077,2.549767373,-48.972988807
189,30.663455698,-6.2439744188,-23.014582426,18.694900229,291.12834814,6.2439744188,23.014582426,290.11199022
190,54.671806166,15.029849149,4.5071953114,52.160379739,1603.7617686,-15.029849149,-4.5071953114,1603.678119
191,471.57556507,5.8323172016,-16.585091369,-471.22430158,23.079355299,-5.8323172016,16.585091369,-14.194557456
192,46.615205091,-41.611185697,15.968959919,-12.821423077,55.991628882,41.611185697,-15.968959919,-33.562986293
193,49.321969757,13.515096209,-41.434559969,22.60721379,60.205558972,-13.515096209,41.434559969,41.269101586
194,52.289541725,30.771959331,31.863532272,-27.384448212,45.591323517,-30.771959331,-31.863532272,-9.7098202898
195,46.634476069,-38.041737808,9.9932680969,24.609858504,44.179932842,38.041737808,-9.9932680969,-19.563671517
196,2592.4673536,3.8494362745,11.301321745,-2592.4356021,52.862756408,-3.8494362745,-11.301321745,-51.281994718
197,68.492968581,-13.661296911,-32.414837146,-58.581942991,36.11547839,13.661296911,32.414837146,6.6996327431
198,93.182567461,45.535391564,5.5676473984,80.971787038,92.457534178,-45.535391564,-5.5676473984,80.136352823
199,865.37562351,11.316328568,1.316085895,865.28786447,18.814406104,-11.316328568,-1.316085895,14.216205637
200,713.26295977,42.548608873,-15.498443052,-711.80852336,819.22209357,-42.548608873,15.498443052,-817.95608852
201,1626.6565225,33.062000444,-2.9184282704,-1626.3110831,440.60508095,-33.062000444,2.9184282704,-439.32804858
202,87.848358645,27.526932945,29.926627808,77.729717787,44.983130383,-27.526932945,-29.926627808,18.65628392
203,250.67236707,20.481442917,0.061819283586,-249.79001639,22.249459353,-20.481442917,-0.061819283586,-7.3113005637
204,303.20056172,39.756719545,1.1310518363,-300.54386469,149.29839371,-39.756719545,-1.1310518363,-143.82643824
205,58.133173064,-5.378407187,-45.497449906,35.474365374,63.739683183,5.378407187,45.497449906,44.064861289
206,46.362267636,16.416123982,17.956616049,-39.184699486,45.44087667,-16.416123982,-17.956616049,38.090078578
207,823.41185823,-13.241541504,-32.542736881,-822.64854593,168.22882852,13.241541504,32.542736881,-164.45206171
208,67.98852421,34.148777971,33.215356205,-48.27991818,146.46697845,-34.148777971,-33.215356205,-138.42357766
209,87.776541566,-16.304315942,-19.282909092,83.93431925,28.031615655,16.304315942,19.282909092,-11.225870782
210,114.23190066,4.5160232194,34.439118379,108.72161601,36.972703377,-4.5160232194,-34.439118379,11.766199664
211,45.339339471,-4.1165812499,-38.166417372,-23.66313689,42.453363221,4.1165812499,38.166417372,-17.509323021
212,316.81545757,-33.469660545,12.587051182,314.75592468,78.619739401,33.469660545,-12.587051182,69.859297084
213,80.212980696,-16.741672493,-42.077640329,-66.039540115,53.711680717,16.741672493,42.077640329,-28.49637226
214,240.25397812,34.301500805,31.601127642,-235.63671144,214.538848,-34.301500805,-31.601127642,-209.3552079
215,35.717708813,30.410805116,-12.085267647,13.520131689,132.91682419,-30.410805116,12.085267647,128.73974286
216,1638.2605178,13.793900366,-14.836445919,1638.1285183,105.08339784,-13.793900366,14.836445919,103.00504204
217,76.918900531,19.554353152,-32.150039036,66.92106934,130.88546431,-19.554353152,32.150039036,125.27137354
218,466.89744081,38.324261487,11.960499781,-465.14441592,173.31963157,-38.324261487,-11.960499781,-168.5402092
219,27.18965157,-11.931744094,5.462371931,23.344873704,91.013521542,11.931744094,-5.462371931,-89.939796971
220,58.79165309,-3.4947576296,17.163067342,55.924808999,37.186924117,3.4947576296,-17.163067342,-32.465260107
221,63.790298731,15.298001253,42.09333133,-45.180026864,60.932888575,-15.298001253,-42.09333133,-41.046918584
222,432.08126999,-6.4817886742,-22.511680959,431.42014848,36.627907017,6.4817886742,22.511680959,27.761920114
223,616.45172592,-15.684499594,39.570677562,614.96243653,474.57897023,15.684499594,-39.570677562,472.64285347
224,114.68718236,40.183115577,20.219239033,-105.39240672,142.12959355,-40.183115577,-20.219239033,-134.74134836
225,36.239196269,-13.757712089,23.68519667,-23.257819394,260.48677697,13.757712089,-23.68519667,-259.00001504
226,41.860030404,34.389132616,0.31877387161,23.39782226,159.7339171,-34.389132616,-0.31877387161,155.9170299
227,57.190541644,-0.87705842398,-31.136219287,-47.732951622,37.170498908,0.87705842398,31.136219287,19.731259617
228,221.11290611,2.0677990675,-37.254145614,-217.89144107,65.962296395,-2.0677990675,37.254145614,-54.192133998
229,443.23301735,-8.7507238237,-6.9557764108,443.06710517,12.417057226,8.7507238237,6.9557764108,2.6712014575
230,612.26224224,14.91856944,-12.616303894,-611.93237244,36.82865245,-14.91856944,12.616303894,-30.863000555
231,269.78614256,32.572681086,1.5742524866,-267.76671729,55.811760195,-32.572681086,-1.5742524866,-45.048915105
232,117.31949491,-32.646408686,-30.360355287,-108.41694846,104.70185498,32.646408686,30.360355287,-94.619497267
233,208.59302902,-1.6520332592,46.104467502,-203.37308233,266.19001734,1.6520332592,-46.104467502,-262.11959902
234,37.199570381,13.036993597,22.823357308,25.900756663,60.202538216,-13.036993597,-22.823357308,-53.95726797
235,70.913398271,38.195181856,-0.96655705069,59.55513332,38.630379166,-38.195181856,0.96655705069,3.2264601255
236,317.7979182,7.7070248021,15.472038095,-317.29267975,21.567007312,-7.7070248021,-15.472038095,-12.010978739
237,123.75253884,25.938448598,-23.397087357,-118.62703763,39.149047927,-25.938448598,23.397087357,-17.039106229
238,962.18897646,-13.725184802,-32.580651947,-961.52777227,212.69708823,13.725184802,32.580651947,-209.68567372
239,55.0652083,27.56603603,26.468512792,-39.365195965,40.02676311,-27.56603603,-26.468512792,10.935412807
240,215.07318755,-26.655914237,-25.376505593,211.84872245,837.39290887,26.655914237,25.376505593,836.57055233
241,147.34489214,-19.32429209,10.738272373,-145.60112802,23.030397115,19.32429209,-10.738272373,4.4238482027
242,1186.2010591,40.420529876,20.591013,1185.324029,1081.5685454,-40.420529876,-20.591013,1080.6065978
